trait	uri	shortForm	trait_label_guess	trait_id_guess
"level of thymosin beta-10 in blood"	"http://purl.obolibrary.org/obo/OBA_2051797"	"OBA_2051797"	"level of thymosin beta-10 in blood"	"OBA_2051797"
"level of tumor necrosis factor alpha-induced protein 2 in blood"	"http://purl.obolibrary.org/obo/OBA_2051798"	"OBA_2051798"	"level of tumor necrosis factor alpha-induced protein 2 in blood"	"OBA_2051798"
"level of glutathione S-transferase theta-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041810"	"OBA_2041810"	"level of glutathione S-transferase theta-2 in blood serum"	"OBA_2041810"
"level of fascin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041619"	"OBA_2041619"	"level of fascin in blood serum"	"OBA_2041619"
"level of EH domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041432"	"OBA_2041432"	"level of EH domain-containing protein 1 in blood serum"	"OBA_2041432"
"level of synaptic vesicle membrane protein VAT-1-like in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044085"	"OBA_2044085"	"level of synaptic vesicle membrane protein VAT-1-like in blood serum"	"OBA_2044085"
"level of voltage-dependent L-type calcium channel subunit beta-3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040869"	"OBA_2040869"	"level of voltage-dependent L-type calcium channel subunit beta-3 in blood serum"	"OBA_2040869"
"level of Rab-interacting lysosomal protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043273"	"OBA_2043273"	"level of Rab-interacting lysosomal protein in blood serum"	"OBA_2043273"
"level of kinesin light chain 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042117"	"OBA_2042117"	"level of kinesin light chain 3 in blood serum"	"OBA_2042117"
"level of UPF0235 protein C15orf40 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044852"	"OBA_2044852"	"level of UPF0235 protein C15orf40 in blood serum"	"OBA_2044852"
"level of mitochondrial translation release factor in rescue in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044872"	"OBA_2044872"	"level of mitochondrial translation release factor in rescue in blood serum"	"OBA_2044872"
"level of eukaryotic peptide chain release factor GTP-binding subunit ERF3B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041799"	"OBA_2041799"	"level of eukaryotic peptide chain release factor GTP-binding subunit ERF3B in blood serum"	"OBA_2041799"
"level of epsin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041496"	"OBA_2041496"	"level of epsin-1 in blood serum"	"OBA_2041496"
"level of kelch-like protein 40 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044710"	"OBA_2044710"	"level of kelch-like protein 40 in blood serum"	"OBA_2044710"
"level of forkhead box protein P4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041614"	"OBA_2041614"	"level of forkhead box protein P4 in blood serum"	"OBA_2041614"
"level of actin-histidine N-methyltransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044745"	"OBA_2044745"	"level of actin-histidine N-methyltransferase in blood serum"	"OBA_2044745"
"level of death-associated protein kinase 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041230"	"OBA_2041230"	"level of death-associated protein kinase 3 in blood serum"	"OBA_2041230"
"level of occludin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040403"	"OBA_2040403"	"level of occludin in blood serum"	"OBA_2040403"
"level of MAGUK p55 subfamily member 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044243"	"OBA_2044243"	"level of MAGUK p55 subfamily member 2 in blood serum"	"OBA_2044243"
"level of myocyte-specific enhancer factor 2D in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042331"	"OBA_2042331"	"level of myocyte-specific enhancer factor 2D in blood serum"	"OBA_2042331"
"level of PWWP domain-containing protein 2B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044348"	"OBA_2044348"	"level of PWWP domain-containing protein 2B in blood serum"	"OBA_2044348"
"level of GRB2-associated-binding protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041646"	"OBA_2041646"	"level of GRB2-associated-binding protein 1 in blood serum"	"OBA_2041646"
"level of thioredoxin domain-containing protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043968"	"OBA_2043968"	"level of thioredoxin domain-containing protein 3 in blood serum"	"OBA_2043968"
"level of outer dynein arm-docking complex subunit 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044375"	"OBA_2044375"	"level of outer dynein arm-docking complex subunit 4 in blood serum"	"OBA_2044375"
"level of copine-7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041124"	"OBA_2041124"	"level of copine-7 in blood serum"	"OBA_2041124"
"level of ubiquitin carboxyl-terminal hydrolase 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044063"	"OBA_2044063"	"level of ubiquitin carboxyl-terminal hydrolase 3 in blood serum"	"OBA_2044063"
"level of U3 small nucleolar RNA-associated protein 6 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044070"	"OBA_2044070"	"level of U3 small nucleolar RNA-associated protein 6 in blood serum"	"OBA_2044070"
"level of meiosis expressed gene 1 protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042333"	"OBA_2042333"	"level of meiosis expressed gene 1 protein in blood serum"	"OBA_2042333"
"level of leucine-rich single-pass membrane protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044843"	"OBA_2044843"	"level of leucine-rich single-pass membrane protein 1 in blood serum"	"OBA_2044843"
"level of uncharacterized protein C20orf202 (human) in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044891"	"OBA_2044891"	"level of uncharacterized protein C20orf202 (human) in blood serum"	"OBA_2044891"
"level of chromosome transmission fidelity protein 8 homolog in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044383"	"OBA_2044383"	"level of chromosome transmission fidelity protein 8 homolog in blood serum"	"OBA_2044383"
"level of carcinoembryonic antigen-related cell adhesion molecule 16 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040976"	"OBA_2040976"	"level of carcinoembryonic antigen-related cell adhesion molecule 16 in blood serum"	"OBA_2040976"
"level of EF-hand calcium-binding domain-containing protein 4B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044429"	"OBA_2044429"	"level of EF-hand calcium-binding domain-containing protein 4B in blood serum"	"OBA_2044429"
"level of bifunctional peptidase and arginyl-hydroxylase JMJD5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044597"	"OBA_2044597"	"level of bifunctional peptidase and arginyl-hydroxylase JMJD5 in blood serum"	"OBA_2044597"
"level of synaptotagmin-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043761"	"OBA_2043761"	"level of synaptotagmin-like protein 2 in blood serum"	"OBA_2043761"
"level of trafficking protein particle complex subunit 13 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044881"	"OBA_2044881"	"level of trafficking protein particle complex subunit 13 in blood serum"	"OBA_2044881"
"level of S-adenosylmethionine sensor upstream of mTORC1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044882"	"OBA_2044882"	"level of S-adenosylmethionine sensor upstream of mTORC1 in blood serum"	"OBA_2044882"
"level of D-ribitol-5-phosphate cytidylyltransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044509"	"OBA_2044509"	"level of D-ribitol-5-phosphate cytidylyltransferase in blood serum"	"OBA_2044509"
"level of tripartite motif-containing protein 72 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044391"	"OBA_2044391"	"level of tripartite motif-containing protein 72 in blood serum"	"OBA_2044391"
"level of nuclear prelamin A recognition factor in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042512"	"OBA_2042512"	"level of nuclear prelamin A recognition factor in blood serum"	"OBA_2042512"
"level of general transcription factor IIE subunit 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041814"	"OBA_2041814"	"level of general transcription factor IIE subunit 1 in blood serum"	"OBA_2041814"
"level of BRO1 domain-containing protein BROX in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044514"	"OBA_2044514"	"level of BRO1 domain-containing protein BROX in blood serum"	"OBA_2044514"
"level of kinesin-like protein KIF3C in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042101"	"OBA_2042101"	"level of kinesin-like protein KIF3C in blood serum"	"OBA_2042101"
"level of muscleblind-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042309"	"OBA_2042309"	"level of muscleblind-like protein 1 in blood serum"	"OBA_2042309"
"level of retinol dehydrogenase 13 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043226"	"OBA_2043226"	"level of retinol dehydrogenase 13 in blood serum"	"OBA_2043226"
"level of E3 ubiquitin-protein ligase LRSAM1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042239"	"OBA_2042239"	"level of E3 ubiquitin-protein ligase LRSAM1 in blood serum"	"OBA_2042239"
"level of synaptonemal complex central element protein 1-like in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044749"	"OBA_2044749"	"level of synaptonemal complex central element protein 1-like in blood serum"	"OBA_2044749"
"level of peroxisomal coenzyme A diphosphatase NUDT7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042673"	"OBA_2042673"	"level of peroxisomal coenzyme A diphosphatase NUDT7 in blood serum"	"OBA_2042673"
"level of staphylococcal nuclease domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043568"	"OBA_2043568"	"level of staphylococcal nuclease domain-containing protein 1 in blood serum"	"OBA_2043568"
"level of Rab GTPase-binding effector protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043173"	"OBA_2043173"	"level of Rab GTPase-binding effector protein 1 in blood serum"	"OBA_2043173"
"level of homeobox protein HMX3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041897"	"OBA_2041897"	"level of homeobox protein HMX3 in blood serum"	"OBA_2041897"
"level of molybdenum cofactor sulfurase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042398"	"OBA_2042398"	"level of molybdenum cofactor sulfurase in blood serum"	"OBA_2042398"
"level of deoxyhypusine hydroxylase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041342"	"OBA_2041342"	"level of deoxyhypusine hydroxylase in blood serum"	"OBA_2041342"
"level of spermatogenesis-associated protein 24 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044771"	"OBA_2044771"	"level of spermatogenesis-associated protein 24 in blood serum"	"OBA_2044771"
"level of protein phosphatase 1 regulatory subunit 3G in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044389"	"OBA_2044389"	"level of protein phosphatase 1 regulatory subunit 3G in blood serum"	"OBA_2044389"
"level of TBC1 domain family member 25 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043787"	"OBA_2043787"	"level of TBC1 domain family member 25 in blood serum"	"OBA_2043787"
"level of methionine--tRNA ligase, cytoplasmic in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042301"	"OBA_2042301"	"level of methionine--tRNA ligase, cytoplasmic in blood serum"	"OBA_2042301"
"level of catenin alpha-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041186"	"OBA_2041186"	"level of catenin alpha-1 in blood serum"	"OBA_2041186"
"level of inositol polyphosphate 4-phosphatase type II in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042030"	"OBA_2042030"	"level of inositol polyphosphate 4-phosphatase type II in blood serum"	"OBA_2042030"
"level of lysophospholipase D GDPD1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044776"	"OBA_2044776"	"level of lysophospholipase D GDPD1 in blood serum"	"OBA_2044776"
"level of zinc finger protein 580 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044210"	"OBA_2044210"	"level of zinc finger protein 580 in blood serum"	"OBA_2044210"
"level of cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044421"	"OBA_2044421"	"level of cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 in blood serum"	"OBA_2044421"
"level of GRIP1-associated protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041792"	"OBA_2041792"	"level of GRIP1-associated protein 1 in blood serum"	"OBA_2041792"
"level of phytanoyl-CoA hydroxylase-interacting protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042882"	"OBA_2042882"	"level of phytanoyl-CoA hydroxylase-interacting protein in blood serum"	"OBA_2042882"
"level of dynamin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041334"	"OBA_2041334"	"level of dynamin-1 in blood serum"	"OBA_2041334"
"level of disks large-associated protein 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041312"	"OBA_2041312"	"level of disks large-associated protein 4 in blood serum"	"OBA_2041312"
"level of YjeF N-terminal domain-containing protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044163"	"OBA_2044163"	"level of YjeF N-terminal domain-containing protein 3 in blood serum"	"OBA_2044163"
"level of BTB/POZ domain-containing protein KCTD3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044318"	"OBA_2044318"	"level of BTB/POZ domain-containing protein KCTD3 in blood serum"	"OBA_2044318"
"level of nuclear cap-binding protein subunit 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042523"	"OBA_2042523"	"level of nuclear cap-binding protein subunit 1 in blood serum"	"OBA_2042523"
"level of mortality factor 4-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042402"	"OBA_2042402"	"level of mortality factor 4-like protein 2 in blood serum"	"OBA_2042402"
"level of tetratricopeptide repeat protein 27 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044387"	"OBA_2044387"	"level of tetratricopeptide repeat protein 27 in blood serum"	"OBA_2044387"
"level of actin filament-associated protein 1-like 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040531"	"OBA_2040531"	"level of actin filament-associated protein 1-like 2 in blood serum"	"OBA_2040531"
"level of muscleblind-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042310"	"OBA_2042310"	"level of muscleblind-like protein 2 in blood serum"	"OBA_2042310"
"level of protein FAM221A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044733"	"OBA_2044733"	"level of protein FAM221A in blood serum"	"OBA_2044733"
"level of gamma-crystallin A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041158"	"OBA_2041158"	"level of gamma-crystallin A in blood serum"	"OBA_2041158"
"level of UPF0692 protein C19orf54 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044828"	"OBA_2044828"	"level of UPF0692 protein C19orf54 in blood serum"	"OBA_2044828"
"level of holocytochrome c-type synthase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041844"	"OBA_2041844"	"level of holocytochrome c-type synthase in blood serum"	"OBA_2041844"
"level of bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044496"	"OBA_2044496"	"level of bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial in blood serum"	"OBA_2044496"
"level of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040690"	"OBA_2040690"	"level of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3 in blood serum"	"OBA_2040690"
"level of visual system homeobox 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044117"	"OBA_2044117"	"level of visual system homeobox 1 in blood serum"	"OBA_2044117"
"level of upstream stimulatory factor 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044049"	"OBA_2044049"	"level of upstream stimulatory factor 2 in blood serum"	"OBA_2044049"
"level of coatomer subunit beta' in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041094"	"OBA_2041094"	"level of coatomer subunit beta' in blood serum"	"OBA_2041094"
"level of cyclic nucleotide-gated cation channel beta-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041065"	"OBA_2041065"	"level of cyclic nucleotide-gated cation channel beta-1 in blood serum"	"OBA_2041065"
"level of protein NDRG2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042536"	"OBA_2042536"	"level of protein NDRG2 in blood serum"	"OBA_2042536"
"level of protein SSX4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043669"	"OBA_2043669"	"level of protein SSX4 in blood serum"	"OBA_2043669"
"level of beta-adducin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040512"	"OBA_2040512"	"level of beta-adducin in blood serum"	"OBA_2040512"
"level of phosphatidate phosphatase LPIN1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042222"	"OBA_2042222"	"level of phosphatidate phosphatase LPIN1 in blood serum"	"OBA_2042222"
"level of SET-binding protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043468"	"OBA_2043468"	"level of SET-binding protein in blood serum"	"OBA_2043468"
"level of sharpin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043499"	"OBA_2043499"	"level of sharpin in blood serum"	"OBA_2043499"
"level of cancer/testis antigen family 45 member A3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041180"	"OBA_2041180"	"level of cancer/testis antigen family 45 member A3 in blood serum"	"OBA_2041180"
"level of tetratricopeptide repeat protein 9A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044791"	"OBA_2044791"	"level of tetratricopeptide repeat protein 9A in blood serum"	"OBA_2044791"
"level of sorting nexin-12 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043584"	"OBA_2043584"	"level of sorting nexin-12 in blood serum"	"OBA_2043584"
"level of activating signal cointegrator 1 complex subunit 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040695"	"OBA_2040695"	"level of activating signal cointegrator 1 complex subunit 2 in blood serum"	"OBA_2040695"
"level of transmembrane protein 225B (human) in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044898"	"OBA_2044898"	"level of transmembrane protein 225B (human) in blood serum"	"OBA_2044898"
"level of B-cell lymphoma/leukemia 11A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040788"	"OBA_2040788"	"level of B-cell lymphoma/leukemia 11A in blood serum"	"OBA_2040788"
"level of biogenesis of lysosome-related organelles complex 1 subunit 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040807"	"OBA_2040807"	"level of biogenesis of lysosome-related organelles complex 1 subunit 3 in blood serum"	"OBA_2040807"
"level of protein HID1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044838"	"OBA_2044838"	"level of protein HID1 in blood serum"	"OBA_2044838"
"level of transcription factor HES-3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041861"	"OBA_2041861"	"level of transcription factor HES-3 in blood serum"	"OBA_2041861"
"level of peroxynitrite isomerase THAP4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044365"	"OBA_2044365"	"level of peroxynitrite isomerase THAP4 in blood serum"	"OBA_2044365"
"Thromboembolism"	"http://purl.obolibrary.org/obo/HP_0001907"	"HP_0001907"	"Thromboembolism"	"HP_0001907"
"Abnormal aortic morphology"	"http://purl.obolibrary.org/obo/HP_0001679"	"HP_0001679"	"Abnormal aortic morphology"	"HP_0001679"
"Abnormal venous morphology"	"http://purl.obolibrary.org/obo/HP_0002624"	"HP_0002624"	"Abnormal venous morphology"	"HP_0002624"
"color vision disorder"	"http://purl.obolibrary.org/obo/MONDO_0001703"	"MONDO_0001703"	"color vision disorder"	"MONDO_0001703"
"pulmonary hypertension"	"http://purl.obolibrary.org/obo/MONDO_0005149"	"MONDO_0005149"	"pulmonary hypertension"	"MONDO_0005149"
"response to water"	"http://purl.obolibrary.org/obo/GO_0009415"	"GO_0009415"	"response to water"	"GO_0009415"
"age of onset of diverticulitis"	"http://purl.obolibrary.org/obo/OBA_2050355"	"OBA_2050355"	"age of onset of diverticulitis"	"OBA_2050355"
"abnormal brain morphology"	"http://purl.obolibrary.org/obo/HP_0012443"	"HP_0012443"	"abnormal brain morphology"	"HP_0012443"
"cerebral small vessel disease"	"http://www.ebi.ac.uk/efo/EFO_0008493"	"EFO_0008493"	"cerebral small vessel disease"	"EFO_0008493"
"hepatic hemangioma"	"http://purl.obolibrary.org/obo/HP_0031207"	"HP_0031207"	"hepatic hemangioma"	"HP_0031207"
"gastric metaplasia"	"http://www.ebi.ac.uk/efo/EFO_1000273"	"EFO_1000273"	"gastric metaplasia"	"EFO_1000273"
"impaired psychomotor skills"	"http://www.ebi.ac.uk/efo/EFO_0020909"	"EFO_0020909"	"impaired psychomotor skills"	"EFO_0020909"
"agitation"	"http://purl.obolibrary.org/obo/HP_0000713"	"HP_0000713"	"agitation"	"HP_0000713"
"family relationship"	"http://www.ebi.ac.uk/efo/EFO_0004424"	"EFO_0004424"	"family relationship"	"EFO_0004424"
"vaccination"	"http://www.ebi.ac.uk/efo/EFO_0004292"	"EFO_0004292"	"vaccination"	"EFO_0004292"
"protozoan seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803594"	"EFO_0803594"	"protozoan seropositivity"	"EFO_0803594"
"barnesiella seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803609"	"EFO_0803609"	"barnesiella seropositivity"	"EFO_0803609"
"bartonella seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803610"	"EFO_0803610"	"bartonella seropositivity"	"EFO_0803610"
"bifidobacterium seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803611"	"EFO_0803611"	"bifidobacterium seropositivity"	"EFO_0803611"
"bordetella seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803613"	"EFO_0803613"	"bordetella seropositivity"	"EFO_0803613"
"butyrivibrio seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803614"	"EFO_0803614"	"butyrivibrio seropositivity"	"EFO_0803614"
"lachnospiraceae seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803630"	"EFO_0803630"	"lachnospiraceae seropositivity"	"EFO_0803630"
"lactobacillales seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803631"	"EFO_0803631"	"lactobacillales seropositivity"	"EFO_0803631"
"lactobacillus phage virus seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803663"	"EFO_0803663"	"lactobacillus phage virus seropositivity"	"EFO_0803663"
"lactococcus phage virus seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803664"	"EFO_0803664"	"lactococcus phage virus seropositivity"	"EFO_0803664"
"SARS coronavirus seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0803688"	"EFO_0803688"	"SARS coronavirus seropositivity"	"EFO_0803688"
"voice quality trait"	"http://purl.obolibrary.org/obo/OBA_2050418"	"OBA_2050418"	"voice quality trait"	"OBA_2050418"
"obsolete Dementia"	"http://purl.obolibrary.org/obo/HP_0000726"	"HP_0000726"	"obsolete Dementia"	"HP_0000726"
"level of endocrine disruptor in urine"	"http://purl.obolibrary.org/obo/OBA_2050419"	"OBA_2050419"	"level of endocrine disruptor in urine"	"OBA_2050419"
"enamel caries"	"http://purl.obolibrary.org/obo/MONDO_0002233"	"MONDO_0002233"	"enamel caries"	"MONDO_0002233"
"clear cell renal carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000349"	"EFO_0000349"	"clear cell renal carcinoma"	"EFO_0000349"
"papillary renal cell carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000640"	"EFO_0000640"	"papillary renal cell carcinoma"	"EFO_0000640"
"Lyme disease"	"http://www.ebi.ac.uk/efo/EFO_0008510"	"EFO_0008510"	"Lyme disease"	"EFO_0008510"
"genomic measurement"	"http://www.ebi.ac.uk/efo/EFO_0004554"	"EFO_0004554"	"genomic measurement"	"EFO_0004554"
